barcount,date,open,high,low,close,volume,higherclose,reversal,trendsequence,adl,adx,adxr,apz_lower,apz_upper,aroonoscillator,atr,bollinger_lower,bollinger_middle,bollinger_upper,bop,camarilla_r1,camarilla_r2,camarilla_r3,camarilla_r4,camarilla_s1,camarilla_s2,camarilla_s3,camarilla_s4,cci,chaikinmoneyflow,chaikinoscillator,chaikinvolatility,choppinessindex,cmo,currentday_open,currentday_low,currentday_high,disparityindex,dm_diplus,dm_diminus,dmi,dmindex,donchian_lower,donchian_mean,donchian_upper,doublestochastics_k,easeofmovement,fibonacci_pp,fibonacci_r1,fibonacci_r2,fibonacci_r3,fibonacci_s1,fibonacci_s2,fibonacci_s3,fisherstransform,fosc,kama,keltner_lower,keltner_mean,keltner_upper,linreg,linregintercept,linregslope,macd,macd_avg,macd_diff,mama_default,mama_kama,mfi,momentum,moneyflowoscillator,orderflowcumulativedelta_deltaopen,orderflowcumulativedelta_deltaclose,orderflowcumulativedelta_deltahigh,orderflowcumulativedelta_deltalow,orderflowvwap_vwap,orderflowvwap_s1_lower,orderflowvwap_s1_higher,orderflowvwap_s2_lower,orderflowvwap_s2_higher,orderflowvwap_s3_lower,orderflowvwap_s3_higher,parabolic_sar,pfe,ppo,priceoscillator,psychologicalline,rsquared,relativevigorindex,rind,roc,rsi,rsi_avg,rss,rvi,stddev,stochrsi,stochastics_d,stochastics_k,stochasticsfast_d,stochasticsfast_k,trix,trix_signal,tsf,tsi,ultimateoscillator,vortex_viplus,vortex_viminus,volma,volume_oscillator,vroc,williamsr,wisemanawesomeoscillator,woodiescci,woodiescci_turbo,woodiespivot_pp,woodiespivot_r1,woodiespivot_r2,woodiespivot_s1,woodiespivot_s2
1012,8/8/2023 10:39,15677,15684.5,15677,15684.5,2332,TRUE,FALSE,2,-2259,22,27,-0.155,0.037,57,10,-0.217,0.06,0.06,0.143,1.446,1.533,1.621,1.884,1.27,1.183,1.095,0.832,88,-28,-1822,0,51,16,1.387,-0.191,1.387,0.012,36,39,0,49,-0.191,-0.072,0.048,60,6,1.039,1.405,1.63,1.996,0.674,0.448,0.083,0.3,0.03,-0.033,-0.137,-0.065,0.006,-0.026,-0.131,1.3,-7.5,-11,3.4,-0.079,-0.02,42,22,-0.22,0,221,221,0,0.409,-0.002,0.821,-0.413,1.232,-0.825,1.643,-0.144,-0.02,-0.07,-11,60,0.07,0.07,19,0.14,50,48,89,44,10.8,0.94,59,53,53,80,-0.0095,-0.0104,-0.002,4,55,0.8,0.6,3373,96,72,-20,-8.9,88,50,1.133,1.865,2.09,0.909,0.177
1013,8/8/2023 10:43,15684.5,15692,15684.5,15692,4357,TRUE,FALSE,3,2098,21,27,-0.182,0.01,57,9.9,-0.246,0.028,0.028,0.286,1.397,1.485,1.572,1.835,1.222,1.134,1.047,0.784,136,-15,227,0,51,26,1.338,-0.239,1.338,0.055,39,37,0,55,-0.239,-0.119,0,75,7,0.991,1.356,1.582,1.947,0.626,0.4,0.035,0.7,0.06,-0.074,-0.164,-0.092,-0.021,-0.057,-0.161,1.3,-5.7,-9.9,4.2,-0.121,-0.069,55,38,-0.11,0,268,268,-105,0.356,-0.055,0.767,-0.465,1.177,-0.876,1.588,-0.184,0.04,-0.063,-9.9,70,0,0.13,15,0.24,53,50,89,47,10.8,1,62,80,80,100,-0.0085,-0.0094,-0.033,13,57,0.9,0.5,3504,358,48,0,-6.5,136,125,1.085,1.816,2.041,0.86,0.129
1014,8/8/2023 10:44,15692,15699.5,15692,15699.5,1912,TRUE,FALSE,4,4010,20,26,-0.2,-0.009,79,9.7,-0.301,0.014,0.014,0.286,1.349,1.436,1.524,1.787,1.174,1.086,0.998,0.736,156,-8,1652,0,42,22,1.29,-0.287,1.29,0.095,43,35,0,60,-0.287,-0.143,0,87,11,0.943,1.308,1.533,1.898,0.578,0.352,-0.013,1.1,0.07,-0.113,-0.193,-0.121,-0.049,-0.07,-0.217,1.8,-3.6,-8.7,5.1,-0.096,-0.111,54,30,-0.06,0,397,399,-2,0.306,-0.104,0.716,-0.514,1.126,-0.924,1.536,-0.224,0.08,-0.055,-8.7,70,0.19,0.27,12,0.19,55,53,90,50,12.4,1,65,93,93,100,-0.0072,-0.0083,-0.036,21,57,1,0.6,3292,-95,-16,0,-1.5,156,119,1.037,1.768,1.992,0.812,0.081
1015,8/8/2023 10:46,15692,15692,15684.5,15684.5,2549,FALSE,TRUE,1,1461,19,25,-0.093,0.098,79,10.1,-0.204,0.115,0.115,0.143,1.446,1.533,1.621,1.884,1.27,1.183,1.095,0.832,69,-10,1274,0,44,5,1.387,-0.191,1.387,0,38,36,0,48,-0.191,-0.048,0.096,79,5,1.039,1.405,1.63,1.996,0.674,0.448,0.083,1.1,-0.04,-0.017,-0.089,-0.018,0.054,0.038,-0.127,2,-3.1,-7.5,4.5,0,-0.016,49,8,-0.07,0,-137,151,-137,0.399,-0.011,0.809,-0.421,1.219,-0.832,1.629,-0.115,0.08,-0.048,-7.5,60,0.53,0.33,28,0.05,50,51,93,47,12.5,0.69,66,89,89,67,-0.0061,-0.0072,0.076,13,54,0.8,0.6,3193,-35,-13,-33,3.4,69,35,1.133,1.865,2.09,0.909,0.177
1016,8/8/2023 10:46,15684.5,15684.5,15677,15677,639,FALSE,FALSE,2,822,18,24,-0.049,0.142,79,9.9,-0.14,0.16,0.16,0.143,1.494,1.582,1.67,1.933,1.319,1.231,1.143,0.88,10,-7,801,0,42,11,1.435,-0.144,1.435,-0.044,36,40,0,46,-0.144,0,0.144,58,-12,1.088,1.453,1.679,2.044,0.722,0.496,0.131,0.8,-0.07,0.03,-0.043,0.029,0.1,0.071,-0.051,1.5,-3.3,-6.7,3.4,0.047,0.033,57,15,-0.14,0,-113,2,-116,0.446,0.036,0.856,-0.375,1.267,-0.785,1.677,-0.055,0.09,-0.043,-6.7,50,0.34,0.27,32,0.1,47,49,94,44,11.7,0.56,67,72,72,50,-0.0052,-0.0062,0.099,3,54,0.9,0.7,2852,-112,-42,-50,5.3,10,-58,1.182,1.914,2.138,0.957,0.225
1017,8/8/2023 10:48,15677,15677,15669.5,15669.5,2371,FALSE,FALSE,3,-1549,17,22,-0.018,0.174,79,9.7,-0.064,0.193,0.193,0.143,1.543,1.631,1.718,1.982,1.367,1.28,1.192,0.929,-66,-17,-220,0,49,11,1.484,-0.096,1.484,-0.085,34,43,0,44,-0.048,0.072,0.191,29,-14,1.136,1.502,1.728,2.093,0.77,0.544,0.179,0.4,-0.08,0.075,-0.006,0.065,0.137,0.082,0.048,0.4,-3.9,-6.1,2.2,0.059,0.075,55,15,-0.13,0,-98,26,-118,0.49,0.079,0.901,-0.332,1.312,-0.743,1.724,0.191,0.1,-0.039,-6.1,40,0.02,0.1,26,0.1,44,47,92,41,10.1,0.22,68,46,46,20,-0.0046,-0.0054,0.09,-6,54,0.9,0.7,2788,-282,-26,-80,4.3,-66,-125,1.23,1.962,2.187,1.005,0.273
1018,8/8/2023 10:50,15669.5,15669.5,15662,15662,3265,FALSE,FALSE,4,-4814,17,22,0.004,0.196,71,9.6,-0.028,0.247,0.247,0,1.591,1.679,1.767,2.03,1.416,1.328,1.24,0.977,-129,-17,-1657,0,46,-6,1.532,-0.048,1.532,-0.123,32,46,0,40,0,0.12,0.239,15,-15,1.184,1.55,1.776,2.142,0.819,0.593,0.227,-0.2,-0.09,0.119,0.032,0.104,0.176,0.092,0.127,-0.4,-5,-5.9,0.9,0.103,0.123,49,-8,-0.16,0,18,120,-199,0.533,0.12,0.946,-0.292,1.358,-0.705,1.771,0.236,0.06,-0.038,-5.9,40,0.34,-0.07,21,-0.05,42,44,86,38,10.8,0.04,65,23,23,0,-0.0043,-0.0048,0.083,-16,41,0.8,0.8,2852,-120,-15,-100,0.7,-129,-119,1.279,2.011,2.236,1.054,0.321
1019,8/8/2023 10:50,15669.5,15677,15669.5,15677,1238,TRUE,TRUE,1,-3576,17,21,-0.102,0.09,29,9.9,-0.124,0.151,0.151,0,1.494,1.582,1.67,1.933,1.319,1.231,1.143,0.88,-41,-14,-1700,0,49,0,1.435,-0.144,1.435,-0.025,34,41,0,47,-0.096,0.024,0.144,14,-4,1.088,1.453,1.679,2.044,0.722,0.496,0.131,-0.4,0.01,0.023,-0.062,0.01,0.081,-0.01,0.037,-0.6,-4.7,-5.7,1,0.006,0.026,45,0,-0.01,0,219,223,-31,0.435,0.023,0.847,-0.39,1.26,-0.802,1.672,0.13,0.07,-0.036,-5.7,50,0.53,-0.13,17,0,48,46,81,43,10.8,0.48,60,20,20,40,-0.004,-0.0044,-0.02,-8,46,0.8,0.8,2637,-157,-10,-60,-3.4,-41,-35,1.182,1.914,2.138,0.957,0.225
1020,8/8/2023 10:51,15669.5,15669.5,15662,15662,1638,FALSE,TRUE,1,-5214,17,21,-0.024,0.168,29,10.3,-0.048,0.246,0.246,-0.143,1.591,1.679,1.767,2.03,1.416,1.328,1.24,0.977,-106,-4,-2084,0,51,-16,1.532,-0.048,1.532,-0.112,31,42,0,43,0,0.12,0.239,7,-9,1.184,1.55,1.776,2.142,0.819,0.593,0.227,-0.8,-0.06,0.119,0.034,0.105,0.177,0.063,0.135,-0.9,-5.5,-5.6,0.1,0.098,0.122,40,-22,-0.1,0,-131,80,-144,0.529,0.115,0.942,-0.298,1.355,-0.711,1.768,0.217,0.02,-0.036,-5.6,50,0.73,-0.1,32,-0.14,43,45,73,40,11.5,0.13,51,13,13,0,-0.004,-0.0042,0.046,-14,36,0.6,0.8,2503,-389,-34,-100,-7.5,-106,-92,1.279,2.011,2.236,1.054,0.321
1021,8/8/2023 10:52,15662,15662,15654.5,15654.5,1210,FALSE,FALSE,2,-6424,17,20,-0.002,0.19,-50,10.1,-0.025,0.286,0.286,-0.286,1.64,1.728,1.816,2.079,1.464,1.377,1.289,1.025,-142,-12,-2437,0,44,-26,1.581,0,1.581,-0.147,29,45,0,41,0,0.144,0.287,4,-16,1.233,1.599,1.825,2.191,0.867,0.641,0.275,-1.2,-0.09,0.16,0.07,0.142,0.214,0.086,0.174,-1.1,-6.7,-5.8,-0.8,0.085,0.148,35,-38,-0.16,0,-340,0,-340,0.575,0.16,0.989,-0.254,1.403,-0.668,1.817,0.256,-0.03,-0.037,-5.8,40,0.77,-0.07,35,-0.24,41,43,62,36,12.2,0,40,13,13,0,-0.0042,-0.0042,0.066,-20,28,0.5,0.9,2331,-494,-48,-100,-11.1,-142,-117,1.327,2.06,2.285,1.102,0.369
1022,8/8/2023 10:54,15662,15669.5,15662,15669.5,4094,TRUE,TRUE,1,-2330,17,20,-0.106,0.085,-50,10.5,-0.125,0.187,0.187,-0.143,1.543,1.631,1.718,1.982,1.367,1.28,1.192,0.929,-58,-8,-1057,0,44,-5,1.484,-0.096,1.484,-0.047,31,41,0,46,-0.096,0.048,0.191,10,-11,1.136,1.502,1.728,2.093,0.77,0.544,0.179,-1.3,0.02,0.062,-0.035,0.037,0.108,-0.016,0.078,-1.1,-6.3,-5.9,-0.4,-0.012,0.051,46,-8,0.04,0,588,588,-109,0.472,0.057,0.887,-0.358,1.302,-0.772,1.717,0.145,-0.05,-0.038,-5.9,40,0.45,-0.1,29,-0.05,47,45,56,42,12.2,0.41,28,11,11,33,-0.0043,-0.0043,-0.038,-12,43,0.6,0.8,2566,-621,-22,-67,-11.7,-58,6,1.23,1.962,2.187,1.005,0.273
1023,8/8/2023 10:56,15662,15662,15654.5,15654.5,2842,FALSE,TRUE,1,-5172,17,19,-0.028,0.164,-50,10.8,-0.049,0.289,0.289,-0.143,1.64,1.728,1.816,2.079,1.464,1.377,1.289,1.025,-113,-1,-1301,0,46,-10,1.581,0,1.581,-0.132,28,42,0,42,0,0.144,0.287,6,-12,1.233,1.599,1.825,2.191,0.867,0.641,0.275,-1.5,-0.04,0.147,0.04,0.112,0.184,0.042,0.197,-1.9,-7.2,-6.2,-1,0.081,0.145,46,-15,0.01,0,-104,131,-121,0.564,0.147,0.98,-0.27,1.397,-0.686,1.813,0.227,-0.06,-0.039,-6.2,30,0.4,-0.2,42,-0.1,42,43,51,38,13.2,0.1,20,11,11,0,-0.0046,-0.0044,0.007,-16,40,0.6,0.8,2603,-661,-28,-100,-11.9,-113,-100,1.327,2.06,2.285,1.102,0.369
1024,8/8/2023 10:56,15654.5,15654.5,15647,15647,926,FALSE,FALSE,2,-6098,18,19,-0.004,0.187,-71,10.5,-0.026,0.348,0.348,-0.143,1.689,1.777,1.865,2.128,1.513,1.425,1.337,1.074,-141,0,-1577,0,40,-10,1.63,0,1.63,-0.166,27,44,0,40,0,0.168,0.336,3,-21,1.281,1.648,1.874,2.24,0.915,0.689,0.323,-1.9,-0.04,0.172,0.058,0.129,0.201,0.037,0.285,-3,-8.4,-6.6,-1.8,0.124,0.191,53,-15,-0.04,0,-228,38,-230,0.61,0.193,1.027,-0.225,1.445,-0.642,1.862,0.261,-0.08,-0.042,-6.6,20,0.45,-0.33,42,-0.1,40,42,43,35,14.6,0,15,11,11,0,-0.0051,-0.0048,-0.02,-22,40,0.6,0.8,2379,-770,-28,-100,-14.6,-141,-114,1.376,2.109,2.334,1.15,0.417
1025,8/8/2023 10:57,15647,15647,15639.5,15639.5,4531,FALSE,FALSE,3,-10629,19,19,0.012,0.204,-79,10.3,-0.023,0.406,0.406,-0.286,1.738,1.826,1.913,2.177,1.562,1.474,1.386,1.122,-146,-11,-2988,0,33,-26,1.678,0,1.678,-0.198,25,47,0,37,0,0.192,0.384,2,-19,1.33,1.696,1.923,2.289,0.964,0.737,0.371,-2.3,-0.04,0.197,0.077,0.149,0.221,0.036,0.348,-3.8,-9.8,-7.3,-2.6,0.098,0.204,41,-38,-0.2,0,-61,18,-273,0.65,0.228,1.071,-0.193,1.492,-0.615,1.914,0.288,-0.11,-0.046,-7.3,20,0.58,-0.47,35,-0.24,38,40,36,33,16.8,0,11,0,0,0,-0.0057,-0.0053,-0.036,-28,38,0.5,0.9,2666,-594,-8,-100,-17.3,-146,-136,1.424,2.158,2.383,1.199,0.465
1026,8/8/2023 11:01,15639.5,15639.5,15632,15632,6691,FALSE,FALSE,4,-17320,20,19,0.024,0.216,-86,10.1,-0.024,0.456,0.456,-0.429,1.786,1.874,1.962,2.226,1.61,1.523,1.435,1.171,-153,-29,-5423,0,28,-37,1.727,0,1.727,-0.227,24,50,0,33,0,0.216,0.432,1,-17,1.379,1.745,1.972,2.338,1.012,0.786,0.419,-2.7,-0.04,0.22,0.096,0.168,0.24,0.036,0.396,-4.3,-11.4,-8.1,-3.3,0.085,0.21,30,-52,-0.34,0,-301,206,-301,0.684,0.256,1.112,-0.172,1.54,-0.6,1.968,0.308,-0.16,-0.052,-8.1,20,0.82,-0.57,28,-0.33,36,38,30,30,18.8,0,9,0,0,0,-0.0066,-0.0059,-0.048,-34,27,0.4,1.1,3203,-327,25,-100,-20.1,-153,-121,1.473,2.207,2.433,1.247,0.513
1027,8/8/2023 11:14,15639.5,15647,15639.5,15647,17203,TRUE,TRUE,1,-117,20,19,-0.089,0.103,-86,10.5,-0.128,0.327,0.327,-0.429,1.689,1.777,1.865,2.128,1.513,1.425,1.337,1.074,-92,-4,-452,0,30,-30,1.63,-0.096,1.63,-0.121,27,45,0,43,-0.096,0.12,0.336,29,-14,1.281,1.648,1.874,2.24,0.915,0.689,0.323,-2.3,0.07,0.119,-0.018,0.054,0.126,-0.067,0.266,-4,-11.4,-8.8,-2.6,-0.012,0.111,48,-45,-0.07,0,93,137,-472,0.559,0.122,0.995,-0.315,1.432,-0.752,1.869,0.174,-0.19,-0.056,-8.8,30,0.58,-0.57,23,-0.29,43,40,24,36,17.8,0.34,8,7,7,22,-0.0073,-0.0066,-0.144,-24,40,0.4,1,5070,313,316,-78,-23.2,-92,-35,1.376,2.109,2.334,1.15,0.417
1028,8/8/2023 11:20,15647,15654.5,15647,15654.5,7664,TRUE,FALSE,2,7547,20,19,-0.136,0.056,-86,10.3,-0.156,0.218,0.218,-0.429,1.64,1.728,1.816,2.079,1.464,1.377,1.289,1.025,-45,3,4061,0,35,-30,1.581,-0.144,1.581,-0.067,30,43,0,45,-0.144,0.048,0.24,64,-10,1.233,1.599,1.825,2.191,0.867,0.641,0.275,-1.7,0.09,0.07,-0.073,-0.002,0.07,-0.094,0.156,-3,-10.6,-9.1,-1.5,-0.042,0.037,53,-45,0.09,0,549,551,0,0.499,0.061,0.938,-0.378,1.376,-0.816,1.815,0.094,-0.21,-0.058,-9.1,40,0.23,-0.47,19,-0.29,46,43,23,41,14.6,0.7,9,20,20,38,-0.0078,-0.0072,-0.152,-14,45,0.4,1,5415,871,351,-62,-23.9,-45,58,1.327,2.06,2.285,1.102,0.369
1029,8/8/2023 11:28,15654.5,15662,15654.5,15662,7984,TRUE,FALSE,3,15531,19,18,-0.17,0.022,-79,10.1,-0.192,0.137,0.137,-0.286,1.591,1.679,1.767,2.03,1.416,1.328,1.24,0.977,7,17,8078,0,38,-16,1.532,-0.192,1.532,-0.018,34,40,0,50,-0.192,-0.024,0.144,82,-7,1.184,1.55,1.776,2.142,0.819,0.593,0.227,-1,0.11,0.022,-0.131,-0.059,0.013,-0.115,0.06,-2.1,-9.3,-9.1,-0.1,-0.086,-0.013,61,-22,0.22,0,388,390,-133,0.441,0.002,0.88,-0.437,1.319,-0.875,1.758,0.018,-0.21,-0.058,-9.1,40,0.02,-0.33,16,-0.14,48,46,28,45,12.9,1,13,39,39,57,-0.0079,-0.0076,-0.155,-4,44,0.5,0.9,5758,1086,717,-43,-21.9,7,125,1.279,2.011,2.236,1.054,0.321
1030,8/8/2023 11:29,15662,15669.5,15662,15669.5,1406,TRUE,FALSE,4,16937,18,17,-0.193,-0.001,-71,9.9,-0.235,0.077,0.077,-0.143,1.543,1.631,1.718,1.982,1.367,1.28,1.192,0.929,67,23,9435,0,44,-5,1.484,-0.239,1.484,0.028,38,38,0,54,-0.239,-0.096,0.048,91,2,1.136,1.502,1.728,2.093,0.77,0.544,0.179,-0.2,0.13,-0.025,-0.177,-0.105,-0.034,-0.126,-0.031,-1.1,-7.5,-8.8,1.3,-0.129,-0.062,63,-8,0.32,0,161,162,0,0.392,-0.047,0.83,-0.485,1.269,-0.924,1.707,-0.239,-0.19,-0.056,-8.8,50,0.34,-0.2,13,-0.05,51,48,37,48,12.2,1,20,59,59,83,-0.0077,-0.0076,-0.148,6,57,0.6,0.8,5178,942,436,-17,-17,67,119,1.23,1.962,2.187,1.005,0.273
1031,8/8/2023 11:33,15662,15662,15654.5,15654.5,4910,FALSE,TRUE,1,12027,17,17,-0.088,0.104,-64,10.2,-0.14,0.16,0.16,-0.143,1.64,1.728,1.816,2.079,1.464,1.377,1.289,1.025,4,24,7570,0,46,-10,1.581,-0.144,1.581,-0.063,34,39,0,45,-0.144,0,0.144,90,-1,1.233,1.599,1.825,2.191,0.867,0.641,0.275,0.1,0.02,0.07,-0.081,-0.01,0.062,-0.023,0.044,-0.8,-7.3,-8.5,1.3,-0.03,0.032,60,-15,0.21,0,-1,262,-4,0.482,0.042,0.921,-0.397,1.36,-0.836,1.8,-0.139,-0.18,-0.054,-8.5,50,0.53,-0.1,29,-0.1,46,47,48,45,11.7,0.65,27,63,63,50,-0.0074,-0.0075,-0.039,0,52,0.6,0.8,5142,1237,386,-50,-12,4,35,1.327,2.06,2.285,1.102,0.369
1032,8/8/2023 11:37,15662,15669.5,15662,15669.5,3486,TRUE,TRUE,1,15513,16,16,-0.166,0.025,-50,10.6,-0.237,0.073,0.073,0,1.543,1.631,1.718,1.982,1.367,1.28,1.192,0.929,80,24,7228,0,47,5,1.484,-0.239,1.484,0.03,35,35,0,49,-0.239,-0.096,0.048,95,2,1.136,1.502,1.728,2.093,0.77,0.544,0.179,0.6,0.09,-0.026,-0.177,-0.105,-0.034,-0.092,-0.072,-0.2,-5.8,-8,2.2,-0.121,-0.065,65,8,0.22,0,211,217,-60,0.382,-0.057,0.82,-0.495,1.259,-0.934,1.698,-0.23,-0.13,-0.051,-8,50,0.73,-0.03,23,0.05,51,49,60,49,12.2,1,37,72,72,83,-0.007,-0.0073,-0.096,7,62,0.7,0.7,4921,1337,64,-17,-7.5,80,92,1.23,1.962,2.187,1.005,0.273
1033,8/8/2023 11:38,15669.5,15677,15669.5,15677,1283,TRUE,FALSE,2,16796,15,16,-0.189,0.002,-50,10.4,-0.285,0.025,0.025,0,1.494,1.582,1.67,1.933,1.319,1.231,1.143,0.88,137,23,6839,0,46,0,1.435,-0.287,1.435,0.072,39,34,0,53,-0.287,-0.144,0,97,10,1.088,1.453,1.679,2.044,0.722,0.496,0.131,1.1,0.09,-0.07,-0.214,-0.142,-0.07,-0.087,-0.172,1,-3.9,-7.2,3.2,-0.096,-0.109,65,0,0.19,0,254,257,-1,0.333,-0.106,0.771,-0.544,1.209,-0.982,1.647,-0.273,-0.09,-0.046,-7.2,60,0.77,0.03,19,0,54,52,70,53,12.2,1,48,78,78,100,-0.0062,-0.0067,-0.068,14,67,0.7,0.7,4436,1385,70,0,-3.5,137,117,1.182,1.914,2.138,0.957,0.225
1034,8/8/2023 11:41,15669.5,15669.5,15662,15662,1998,FALSE,TRUE,1,14798,14,16,-0.085,0.107,50,10.7,-0.19,0.121,0.121,0,1.591,1.679,1.767,2.03,1.416,1.328,1.24,0.977,60,16,5423,0,46,0,1.532,-0.192,1.532,-0.022,35,35,0,48,-0.192,-0.048,0.096,92,3,1.184,1.55,1.776,2.142,0.819,0.593,0.227,1.2,-0.02,0.025,-0.109,-0.037,0.035,0.022,-0.09,1.4,-3.7,-6.5,2.8,0.001,-0.013,65,0,0.14,0,-166,91,-166,0.427,-0.012,0.865,-0.45,1.303,-0.889,1.742,-0.167,-0.06,-0.041,-6.5,60,0.45,0.1,34,0,48,50,77,48,12.2,0.7,59,83,83,67,-0.0056,-0.0062,0.048,7,55,0.7,0.7,4111,1299,75,-33,-2,60,-6,1.279,2.011,2.236,1.054,0.321
1035,8/8/2023 11:42,15662,15662,15654.5,15654.5,1178,FALSE,FALSE,2,13620,14,16,-0.043,0.149,50,10.5,-0.142,0.169,0.169,0,1.64,1.728,1.816,2.079,1.464,1.377,1.289,1.025,3,12,3975,0,46,0,1.581,-0.144,1.581,-0.064,33,39,0,46,-0.144,0,0.144,81,-6,1.233,1.599,1.825,2.191,0.867,0.641,0.275,1,-0.06,0.071,-0.051,0.021,0.093,0.064,-0.037,1.2,-4,-6,2,0.047,0.035,65,0,0.16,0,-238,0,-246,0.473,0.035,0.912,-0.404,1.351,-0.843,1.789,-0.108,-0.03,-0.038,-6,60,0.02,0.17,36,0,46,48,79,45,12.2,0.56,67,72,72,50,-0.0051,-0.0056,0.088,-1,49,0.7,0.7,3720,1230,-9,-50,-3,3,-100,1.327,2.06,2.285,1.102,0.369
1036,8/8/2023 11:42,15654.5,15654.5,15647,15647,567,FALSE,FALSE,3,13053,14,17,-0.014,0.178,50,10.3,-0.1,0.203,0.203,-0.143,1.689,1.777,1.865,2.128,1.513,1.425,1.337,1.074,-46,15,2841,0,44,-16,1.63,-0.096,1.63,-0.104,31,42,0,43,-0.096,0.048,0.192,57,-23,1.281,1.648,1.874,2.24,0.915,0.689,0.323,0.4,-0.11,0.116,0.006,0.078,0.15,0.108,-0.005,1.4,-4.8,-5.7,0.9,0.092,0.083,62,-22,0.16,0,-235,3,-241,0.521,0.082,0.96,-0.357,1.399,-0.796,1.838,-0.05,-0.06,-0.037,-5.7,60,0.2,0.2,30,-0.14,44,46,78,42,11.8,0.43,68,50,50,33,-0.0049,-0.0052,0.134,-10,41,0.6,0.8,3300,1389,-29,-67,-4.1,-46,-114,1.376,2.109,2.334,1.15,0.417
1037,8/8/2023 11:42,15647,15647,15639.5,15639.5,1063,FALSE,FALSE,4,11990,14,17,0.007,0.199,50,10.1,-0.067,0.252,0.252,-0.143,1.738,1.826,1.913,2.177,1.562,1.474,1.386,1.122,-87,14,1781,0,42,-11,1.678,-0.048,1.678,-0.14,30,45,0,39,-0.048,0.096,0.24,29,-29,1.33,1.696,1.923,2.289,0.964,0.737,0.371,-0.2,-0.13,0.162,0.053,0.125,0.197,0.13,0.055,0.9,-6,-5.8,-0.2,0.128,0.131,64,-15,0.18,0,-220,0,-220,0.567,0.128,1.007,-0.312,1.446,-0.751,1.886,0.24,-0.07,-0.037,-5.8,50,0.5,0.17,24,-0.1,41,44,73,40,12.5,0.3,65,33,33,17,-0.0049,-0.0051,0.148,-18,36,0.7,0.9,3001,1183,-45,-83,-8.2,-87,-119,1.424,2.158,2.383,1.199,0.465
1038,8/8/2023 11:44,15639.5,15639.5,15632,15632,2181,FALSE,FALSE,5,9809,15,18,0.021,0.213,50,9.9,-0.041,0.308,0.308,-0.143,1.786,1.874,1.962,2.226,1.61,1.523,1.435,1.171,-119,15,491,0,42,-11,1.727,0,1.727,-0.174,28,48,0,38,0,0.144,0.288,14,-28,1.379,1.745,1.972,2.338,1.012,0.786,0.419,-0.8,-0.14,0.202,0.09,0.162,0.233,0.136,0.132,0,-7.5,-6.1,-1.3,0.159,0.178,63,-15,0.2,0,-83,221,-86,0.612,0.171,1.053,-0.269,1.494,-0.71,1.935,0.283,-0.09,-0.039,-6.1,40,0.62,0.07,20,-0.1,39,41,63,37,13.6,0.17,58,17,17,0,-0.0052,-0.0051,0.137,-26,38,0.7,0.9,2892,813,-39,-100,-14.8,-119,-110,1.473,2.207,2.433,1.247,0.513
1039,8/8/2023 11:44,15639.5,15647,15639.5,15647,1037,TRUE,TRUE,1,10846,15,17,-0.091,0.101,50,10.2,-0.128,0.21,0.21,0,1.689,1.777,1.865,2.128,1.513,1.425,1.337,1.074,-57,21,249,0,44,5,1.63,-0.096,1.63,-0.072,30,43,0,45,-0.096,0.048,0.192,14,-13,1.281,1.648,1.874,2.24,0.915,0.689,0.323,-0.9,-0.02,0.103,-0.016,0.056,0.128,0.018,0.064,-0.6,-7.3,-6.4,-1,0.059,0.081,68,8,0.2,0,167,168,-33,0.514,0.074,0.955,-0.367,1.396,-0.808,1.836,0.176,-0.05,-0.041,-6.4,40,0.77,-0.07,16,0.05,45,43,54,42,13.3,0.53,50,17,17,33,-0.0055,-0.0053,0.007,-17,40,0.7,0.7,2645,-406,-41,-67,-18.4,-57,-33,1.376,2.109,2.334,1.15,0.417
1040,8/8/2023 11:47,15639.5,15639.5,15632,15632,2739,FALSE,TRUE,1,8107,16,17,-0.017,0.175,50,10.6,-0.032,0.307,0.307,0,1.786,1.874,1.962,2.226,1.61,1.523,1.435,1.171,-122,15,-744,0,46,0,1.727,0,1.727,-0.155,27,44,0,42,0,0.144,0.288,7,-14,1.379,1.745,1.972,2.338,1.012,0.786,0.419,-1.3,-0.06,0.185,0.059,0.131,0.203,0.059,0.215,-1.9,-8.3,-6.8,-1.6,0.089,0.155,73,0,0.18,0,-181,79,-204,0.607,0.164,1.049,-0.278,1.491,-0.72,1.934,0.261,-0.03,-0.043,-6.8,30,0.78,-0.2,31,0,41,42,44,38,13.3,0.12,40,11,11,0,-0.0058,-0.0056,0.023,-21,32,0.7,0.7,2657,-848,-73,-100,-21.6,-122,-92,1.473,2.207,2.433,1.247,0.513
